DO41KY9H93712983353200450117	08899412E	142.86	
NL97CVWG3195927181	02669410F	GBP	18.83
ME10920049706023941954	68879644A	CHF	250.53
IS171554950920843049747431	32884971P	RUB	838.81
ES5968395510953649142207	34532646D	CHF	645.88
AE48725YPOSTSU1LAQKZEPP	48974836Q	DKK	888.72
GI95QSFP1CEJ7UBTHFJKTIT	17277755V	RUB	521.62
Ninety nine rocks
LT352161628775605252	52141397Y	USD	474.03
EE709201509112700888	55103783S	GBP	399.61
IE44RJQW49091678099855	78114389H	243.45	RUB
	DKK	51.88
SM59J4985929449INF26CCFYJ37	15449763L	RUB	612.14
DO41OE1F71300090297196859317	53072757G	DKK	378.53
ME16982539287692129889	39806689Z	640.72	RUB
BR7290090080963467151419029U2	28047910P	290.72	GBP
FO8410656999415744	53072757G		539.08
GT58ZXMPYHQS6C3Y4JIZF0VOF0V5	74853928Z	923.32	GBP
RS73278076436469452645	61478341P	808.1	
ME49140146493717009212	32775503C	GBP	534.86
GR164360004BUQC9R2QU6WJNKZW	90467036D	USD	367.5
KZ94658KNDOP16GS0MQ8	43733112S	USD	352.81
FI5863104861846787	72652162S	CHF	73.59
DO41OE1F71300090297196859317	53072757G		USD
AE48725YPOSTSU1LAQKZEPP	48974836Q	SEK	680.82
TN4619849WRCEBMJKF33ZPWG	68959267T	CHF	676.11
TR5428187TLTLTLWXSXNJBW98L	80518308T	RUB	389.54
DE09062364227116961150	46585803Q	DKK	536.59
MT44LAHV55416H6X8AOMBZWV07DCS6V	32884971P	697.53	EUR
CY7709790LPAGWR80HNMBI62O	33084044V	417.25	DKK


AL4456909000GSUDO7J539MIJH1L	48974836Q	491.32	DKK
CH5486616JUSX9A78EG7Q	39806689Z	SEK	959.1


GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	484.12	USD
GE16KV3003565361053066	78114389H	GBP	744.68
CZ0277706812138182328590	32775503C	DKK	209.91
LT206097247476437800	43733112S	CHF	349.42
IR171391265758083409634677	53597542K	CHF	25.34
FO3735876142209257	68959267T		
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	DKK	656.02
BG52YAMZ2798316FA0S342	21211380K	82.76	RUB
GE16KV3003565361053066	78114389H	912.75	RUB

BE71843948421221	41656686Y	414.19	DKK
PT30733844778295738083204	25605636N	805.12	GBP
GE16KV3003565361053066	78114389H	SEK	116.2

HR4850788821598398500	34712164N	27.11	RUB


PK43OEM16114242963306575	41656686Y	378.15	RUB
FI1291198425298593	78592251D	CHF	821.28
	772.69	DKK
AL82864783232AY3OS32O9RUBQO8	92650070K	SEK	
BH13DAYWFNRJ0GN2RAA7UR	82288442P	532.69	SEK
FI1291198425298593	78592251D	USD	N/A
DO41OE1F71300090297196859317	53072757G	RUB	650.47
MT34NXCN76766O1SFKIJILE5VI3PUQW	55103783S	558.36	USD


AL4456909000GSUDO7J539MIJH1L	48974836Q	804.99	DKK
DO41OE1F71300090297196859317	53072757G	USD	559.44

Ninety nine rocks
	SEK	N/A
GR164360004BUQC9R2QU6WJNKZW	90467036D	327.26	SEK
RO33ZPAVO2BG1ZC8UHN2ZTAN	09651809C	852.75	USD
PK19XXR25392269503727898	65092468F	411.08	SEK
CR3128580029806078268	90467036D	DKK	197.83
VG13VRDJ7412591474836722	80518308T	USD	718.33
LI1878690NFPCE8D5010B	15449763L	114.13	
MC842659327688NQYJW0V4CHU32	53597542K	500.56	DKK
CH5486616JUSX9A78EG7Q	39806689Z	675.79	RUB
ES1651349876073379785110	25605636N	384.89	RUB
MU05VA7ICT54ZRE969EE52P89NDSB4	39806689Z	752.41	USD
GT58ZXMPYHQS6C3Y4JIZF0VOF0V5	74853928Z	823.04	CHF
RO66NQJWHJXL3G77OY7LJ6BA	56304499Q	GBP	367.3
LI1878690NFPCE8D5010B	15449763L	673.64	USD
GI27KKMIDQ6N3YVAQN4J89C	90028562F	EUR	973.49
EE709201509112700888	55103783S	GBP	668.14
CH5486616JUSX9A78EG7Q	39806689Z	DKK	666.83
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	777.86	EUR
TL312176758386021094474	45820675Y		327.68
GI27KKMIDQ6N3YVAQN4J89C	90028562F	600.15	CHF
GR142761949P1CZJZDJ2SYQNDI0	90467036D	744.28	DKK
IS171554950920843049747431	32884971P	353.3	CHF
AE48725YPOSTSU1LAQKZEPP	48974836Q	757.79	USD
SA6268DDJM7GA5WLMM1JRKJP	34532646D	725.75	
HR0716993961872852399	65092468F	N/A	SEK
IS171554950920843049747431	32884971P	USD	992.78
KZ197834HFIDJLC1ZQWJ	43733112S	416.33	USD
IE44RJQW49091678099855	78114389H	CHF	726.3
HU15418903579542555773697655	48974836Q	SEK	638.13
KZ68819CZA89W15QWGWQ	45566106R	EUR	725.41
	RUB	782.9
ME49140146493717009212	32775503C	EUR	514.01
IS171554950920843049747431	32884971P	USD	
ES4718187575330891239993	61478341P	871.63	CHF
SA35720BD63GIF2Y3O04T01F	11713644C	192.02	
CH5486616JUSX9A78EG7Q	39806689Z	DKK	928.79
DO757XIN61379289461304191141	21211380K	RUB	936.46
XK180068384138336739	53072757G	RUB	230.61
	712.57	USD
HR0716993961872852399	65092468F	USD	465.39
AE77248SKMXJVII50LKBAWI	68959267T		RUB
	RUB	2.51
TR6389231PIDVKBEWMNZGSGERM	39670968Q	701.63	DKK
IE44RJQW49091678099855	78114389H	SEK	182.93
MD22BLJACUIOIDPAPNN838U5	78592251D	EUR	475.21
	SEK	160.31
SA35720BD63GIF2Y3O04T01F	11713644C	EUR	617.09
BG64ZYDB016049B51JMUCU	38871658W	N/A	EUR
NL8NGTN766997671	93091693E	601.26	GBP
UA538840557549114757901561455	69578568A	395.36	
ES4718187575330891239993	61478341P	428.64	EUR


GI27KKMIDQ6N3YVAQN4J89C	90028562F	DKK	353.59
LB863652PCCJG32R1PC8OE2VMAY7	17277755V	DKK	225.01
	419.43	CHF
	DKK	14.99
IS980339257905051446545486	38871658W	161.97	SEK

XK959557362593526620	56989796M	RUB	868.61
Ninety nine rocks
HR0716993961872852399	65092468F	CHF	460.96
PK43OEM16114242963306575	41656686Y	294.19	USD
CR4034466866742477204	92650070K	120.04	GBP
ME66621247978064842093	45566106R	675.19	
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	856.77	SEK
UA538840557549114757901561455	69578568A	311.36	RUB
Ninety nine rocks
HU86965308947958059611096929	90028562F	347.2	USD
	CHF	524.21
LT404680925845138006	33964464L	USD	
ME16982539287692129889	39806689Z	EUR	918.5
	SEK	54.26

AE77248SKMXJVII50LKBAWI	68959267T	DKK	301.91
	962.47	SEK

DO41OE1F71300090297196859317	53072757G	844.55	SEK

Ninety nine rocks
	CHF	413.93
ME49140146493717009212	32775503C	381.02	EUR
UA074704912616944389906174725	33964464L	GBP	314.13
TL620919673122426560269	78592251D	678.75	CHF
ES4718187575330891239993	61478341P	963.8	GBP
	RUB	699.78
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	USD	964.69
NL97CVWG3195927181	02669410F	963.31	EUR
ME91204415592058131974	28744101N	418.72	KES
IR171391265758083409634677	53597542K	GBP	684.91
FO3735876142209257	68959267T	640.03	GBP
CR4034466866742477204	92650070K	SEK	863.2
ME66621247978064842093	45566106R	332.48	SEK
Ninety nine rocks
