LV90GZABEFC7YL8CKPRIT	45820675Y	EUR	427.28
XK653384625153233371	43733112S		524.99
BG52YAMZ2798316FA0S342	21211380K	589.02	DKK
TL620919673122426560269	78592251D	833.21	CHF
TL336197208349896119319	56989796M	EUR	400.64
TL336197208349896119319	56989796M	168.89	USD
IT90H5711291332703M1NFOWKRD	17277755V	598.21	
GE76HG3429778839455413	01216279Q	179.69	USD
IT44U2903617084Y19H207T8BFC	74853928Z	785.68	GBP

IL3771454166227499260	49783539V	RUB	176.33
MU05VA7ICT54ZRE969EE52P89NDSB4	39806689Z	359.28	CHF

DO38IL6559206363439644803826	45566106R	RUB	7.93
PK69L0BH8621817146060690	90028562F	693.59	GBP
FI4249627673709648	46585803Q	USD	

SE4072059930724762036425	46585803Q	268.36	
PL09657112501393580868416806	80518308T	129.89	SEK
IR176571293272654756861852	49284913F	GBP	N/A
GI19VETPFLRU0L1HZE6FI50	72652162S	187.24	
IT44U2903617084Y19H207T8BFC	74853928Z	723.45	GBP
IL162768337079138447997	34532646D	512.97	GBP

AD562291377791JAUCEU6WEV	73364721B	489.27	GBP
GR472662377QRYWJJB76MDKWVY5	69578568A	GBP	51.12
VG79EPZL5105165679106759	41656686Y	520.13	EUR
ME49140146493717009212	32775503C	433.93	SEK
	287.71	GBP

LI4699421SNVZ5X6KXPLB	73364721B	558.75	EUR
IL883543164433395339809	25605636N	318.61	CHF
AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	630.43	GBP
PT78461997729158096512493	56304499Q	EUR	649.34
RO66NQJWHJXL3G77OY7LJ6BA	56304499Q	EUR	462.75

TL541166078438313575429	68879644A		475.02
SA1782PK3NF0P8QAE54PWQE3	34712164N	EUR	
TN6928626DST3UA1IPXJT80F	53597542K	GBP	
HU86965308947958059611096929	90028562F	269.51	CHF
CZ1548502965088257735371	11713644C	348.88	CHF
XK180068384138336739	53072757G	638.46	GBP

XK180068384138336739	53072757G	CHF	66.27
HU13482232244537176441358119	53597542K	399.01	GBP
FI8497437259092369	92650070K	468.57	CHF
	362.77	CHF
MC148366787383U6KBXX8ERM167	65092468F	EUR	27.1
UA538840557549114757901561455	69578568A	USD	286.91
LT206097247476437800	43733112S	USD	23.2

GI19VETPFLRU0L1HZE6FI50	72652162S	662.29	
Ninety nine rocks
XK180068384138336739	53072757G	284.86	EUR
	RUB	609.77
	CHF	330.64
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	USD	403.93
SE8587388767724906814093	45566106R		984.57
TL833140836943039409693	82288442P	87.34	BUR
AL4456909000GSUDO7J539MIJH1L	48974836Q	EUR	
ES5643056944669015895516	25605636N	594.75	CHF

SM97G79397716272U9A9OBTJV1J	61873424C	440.73	RUB
PL09657112501393580868416806	80518308T	645.7	SEK

FR067375965728LIMCBIKY04Q10	69578568A	313.25	RUB
Ninety nine rocks
Ninety nine rocks
PK19XXR25392269503727898	65092468F	CHF	360.72
LT404680925845138006	33964464L	CHF	
LB863652PCCJG32R1PC8OE2VMAY7	17277755V	514.69	DKK
Ninety nine rocks
JO68GPJQ2426XTVZ0E3DAVO0QBYJ9M	32775503C	DKK	591.32
JO68GPJQ2426XTVZ0E3DAVO0QBYJ9M	32775503C	708.46	USD
ES5968395510953649142207	34532646D	122.87	
AD6527527677TJCTJOHBQLKJ	61873424C	235.35	USD
MD305P5NPXCZUJLRCMTKK88D	46585803Q	RUB	403.29
FI8497437259092369	92650070K	668.05	EUR
TN41642929RZ2WVDBTOBL2CI	56304499Q	GBP	49.43
SM59J4985929449INF26CCFYJ37	15449763L	USD	415.51
ES1359823640102827616922	08899412E	CHF	
TR6389231PIDVKBEWMNZGSGERM	39670968Q	594.4	
Ninety nine rocks
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K	DKK	715.1
NL22QHVX4830182943	02669410F		CHF
DO41KY9H93712983353200450117	08899412E	GBP	626.35
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	721.19	RUB
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K	22.32	RUB
VG30C0J46457487530434592	74853928Z	839.96	RUB
GE16KV3003565361053066	78114389H	719.77	CHF

SA35720BD63GIF2Y3O04T01F	11713644C	USD	721.35
Ninety nine rocks
AD2206695671VH1ZHCJ41WML	34712164N	GBP	892.05
VG13VRDJ7412591474836722	80518308T		88.83
GE76HG3429778839455413	01216279Q	256.05	EUR
BA073428119991458265	45820675Y	N/A	DKK
EE951921847242977559	61873424C	EUR	897.35
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	GBP	176.97
CZ1548502965088257735371	11713644C	81.76	EUR
FI5863104861846787	72652162S	DKK	448.02
MT44LAHV55416H6X8AOMBZWV07DCS6V	32884971P	RUB	839.49
SM08B8001360827MH4HE8ZWQZXP	57926790W		GBP
TN5872164OGDBPYXG9LENMKY	32775503C	247.27	GBP
AE77248SKMXJVII50LKBAWI	68959267T	RUB	575.99
CZ1548502965088257735371	11713644C	DKK	997.96
Ninety nine rocks
Ninety nine rocks
MD22BLJACUIOIDPAPNN838U5	78592251D	628.76	RUB
GT58ZXMPYHQS6C3Y4JIZF0VOF0V5	74853928Z		EUR
PL09657112501393580868416806	80518308T	RUB	81.66
	741.08	RUB
XK653384625153233371	43733112S	451.13	GBP


IE92ZGTS39160560652552	82288442P	728.07	CHF
LT206097247476437800	43733112S	EUR	495.29
IL055091996124285266508	09651809C	414.19	SEK
MD358F69VEV6FZO01VOURO61	53072757G	738.77	GBP
ES1359823640102827616922	08899412E	RUB	492.72
BE71843948421221	41656686Y	CHF	662.63
ES1359823640102827616922	08899412E	770.18	GBP
Ninety nine rocks
GI27KKMIDQ6N3YVAQN4J89C	90028562F	CHF	481.89
FR6886408378912CSCX6FNQDF88	46431533F	225.52	SEK
Ninety nine rocks
IE96EEMA36946143714469	49284913F	GBP	729.79
RO33ZPAVO2BG1ZC8UHN2ZTAN	09651809C	618.81	SEK
FI8497437259092369	92650070K	257.32	DKK
SK1869924870144967819542	57926790W	199.49	RUB
UA761330313560969297851033726	33964464L	DKK	456.83
KZ94658KNDOP16GS0MQ8	43733112S	500.15	SEK
HU13482232244537176441358119	53597542K	526.0	USD

CZ1548502965088257735371	11713644C	565.94	GBP

	SEK	939.96
MR9765784658715364589276794	46431533F	DKK	271.58
FI4249627673709648	46585803Q	RUB	512.65
BG64ZYDB016049B51JMUCU	38871658W	612.66	CHF
GT58ZXMPYHQS6C3Y4JIZF0VOF0V5	74853928Z	524.31	
HU15418903579542555773697655	48974836Q	952.18	RUB
BR7290090080963467151419029U2	28047910P		601.14

Ninety nine rocks
LT352161628775605252	52141397Y	RUB	537.88
MD305P5NPXCZUJLRCMTKK88D	46585803Q	540.3	CHF
TN41642929RZ2WVDBTOBL2CI	56304499Q	88.38	CHF
IE63LFMV23097240688740	73364721B	437.89	EUR
FR4380461715659NWC070CZ6G58	90028562F	322.31	SEK
HR2198178476216192029	80518308T	688.36	DKK
Ninety nine rocks
MC148366787383U6KBXX8ERM167	65092468F	194.59	CHF
Ninety nine rocks
AL552000369A95H9O95A1ZASFQ	62507819F	USD	314.53
SE8587388767724906814093	45566106R	USD	
	GBP	22.65
MC148366787383U6KBXX8ERM167	65092468F	EUR	472.16
RS73278076436469452645	61478341P	507.48	SEK
LI7752678886R565EPXUC	39670968Q		
FI8776565714806556	73364721B	GBP	116.64
Ninety nine rocks
KZ197834HFIDJLC1ZQWJ	43733112S	CHF	973.48
FO3735876142209257	68959267T	CHF	607.83
IT90H5711291332703M1NFOWKRD	17277755V	CHF	986.01
LI1878690NFPCE8D5010B	15449763L	200.54	RUB
DE09062364227116961150	46585803Q	RUB	44.72
FI5863104861846787	72652162S	GBP	408.32
AD6527527677TJCTJOHBQLKJ	61873424C	CHF	551.04

IS980339257905051446545486	38871658W	324.38	USD
TR5428187TLTLTLWXSXNJBW98L	80518308T	SEK	157.85
MR9765784658715364589276794	46431533F	DKK	868.68
ES5643056944669015895516	25605636N	7.12	USD
	USD	261.13
HR2198178476216192029	80518308T	845.69	EUR
UA538840557549114757901561455	69578568A	USD	942.43
MK36877PHFLXB419P01	56989796M	900.31	DKK
	GBP	224.7
IE63LFMV23097240688740	73364721B	SEK	
DO38IL6559206363439644803826	45566106R	GBP	106.33
ME66621247978064842093	45566106R		157.1
	RUB	375.51
TL541166078438313575429	68879644A	775.98	EUR
SA1782PK3NF0P8QAE54PWQE3	34712164N	DKK	
Ninety nine rocks
IR176571293272654756861852	49284913F	CHF	573.11
KZ68819CZA89W15QWGWQ	45566106R	CHF	563.33
IR176571293272654756861852	49284913F		121.23
FR765595701119MOEGZPV5KXN70	68959267T	CHF	471.69
MC842659327688NQYJW0V4CHU32	53597542K		SEK
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	EUR	746.41
Ninety nine rocks
RS73278076436469452645	61478341P	RUB	307.6
BG64ZYDB016049B51JMUCU	38871658W	402.92	EUR
SM97G79397716272U9A9OBTJV1J	61873424C	907.65	EUR

MC400682288485KUAY58STITO40	38871658W	RUB	171.04
IR978633059983370222138180	02669410F	321.32	RUB
AE48725YPOSTSU1LAQKZEPP	48974836Q	163.61	SEK
SA6268DDJM7GA5WLMM1JRKJP	34532646D	GB	509.01
Ninety nine rocks
TR1325041W3VZQU2TD9KNINHS	82770148A	GBP	
GI19VETPFLRU0L1HZE6FI50	72652162S	72.43	GBP
SK1869924870144967819542	57926790W	830.66	CHF
KZ197834HFIDJLC1ZQWJ	43733112S	416.87	CHF
BG52YAMZ2798316FA0S342	21211380K	874.81	CHF

AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	GBP	958.4
CH5486616JUSX9A78EG7Q	39806689Z	161.82	USD
AE48725YPOSTSU1LAQKZEPP	48974836Q	571.72	CHF
ME66621247978064842093	45566106R	DKK	172.19

GI95QSFP1CEJ7UBTHFJKTIT	17277755V	DKK	26.95
DO41OE1F71300090297196859317	53072757G		771.84
IL055091996124285266508	09651809C	CHF	321.87
SA0994KFNAPS164YU9OOP574	57926790W	SEK	619.28
GB62WGVI99163003599889	46431533F	RUB	235.37
Ninety nine rocks
HR1296219505926654396	34532646D	GBP	875.55
FI8497437259092369	92650070K	587.58	RUB
LB957793SEUSHVA7QADC5597XVCS	15449763L	DKK	
SA1782PK3NF0P8QAE54PWQE3	34712164N	371.73	CHF
PT684566647438668644	65998014K	148.19	DKK
VG30C0J46457487530434592	74853928Z	EUR	569.38
	260.79	CHF
DO757XIN61379289461304191141	21211380K		SEK
MR9765784658715364589276794	46431533F		432.09
Ninety nine rocks
PS77KKGXNUMH1YA62JUT3JBNKRFZV	52141397Y	643.04	EUR
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	RUB	814.3
GI95QSFP1CEJ7UBTHFJKTIT	17277755V	DKK	26.42
MC148366787383U6KBXX8ERM167	65092468F	326.1	USD

Ninety nine rocks
AE77248SKMXJVII50LKBAWI	68959267T	RUB	177.23
CH9054905KGSMB7YC5NGI	69578568A	USD	104.42
ME49140146493717009212	32775503C	CHF	866.15
GE76HG3429778839455413	01216279Q	802.74	EUR
AE77248SKMXJVII50LKBAWI	68959267T		592.72
PK19XXR25392269503727898	65092468F	EUR	7.55
HR0716993961872852399	65092468F	DKK	408.22
RO66NQJWHJXL3G77OY7LJ6BA	56304499Q	SEK	524.02
LI1878690NFPCE8D5010B	15449763L	CHF	891.11
DO41KY9H93712983353200450117	08899412E	70.53	DKK
BH40JGQHIFW1PP4UDBSEGH	74853928Z	CHF	146.66
GE16KV3003565361053066	78114389H	GBP	589.39
TL336197208349896119319	56989796M		74.21
SA0994KFNAPS164YU9OOP574	57926790W	608.0	SEK
MT44LAHV55416H6X8AOMBZWV07DCS6V	32884971P	689.88	GBP
MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C		GBP
AT515991783210824774	28047910P		

PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	GBP	21.0
SA6268DDJM7GA5WLMM1JRKJP	34532646D	EUR	278.41
LI4699421SNVZ5X6KXPLB	73364721B	907.25	EUR
MR9765784658715364589276794	46431533F		CHF
Ninety nine rocks
GR164360004BUQC9R2QU6WJNKZW	90467036D	CHF	134.06
LB957793SEUSHVA7QADC5597XVCS	15449763L	RUB	55.39
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	969.9	
GE16KV3003565361053066	78114389H	SEK	559.3
XK180068384138336739	53072757G		GBP
NL22QHVX4830182943	02669410F	509.33	GBP
AT515991783210824774	28047910P	SEK	463.62
BH93NPLLPQ8P85E2U9GP8	10523666V	934.55	RUB
MT44LAHV55416H6X8AOMBZWV07DCS6V	32884971P	CHF	N/A
UA964557479287233718409674295	78114389H	RUB	472.37
ES1359823640102827616922	08899412E		475.1
CR4034466866742477204	92650070K	349.8	SEK
FI4249627673709648	46585803Q	436.91	GBP
IE63LFMV23097240688740	73364721B	814.9	USD
SK7685939604189549058799	15449763L	24.88	CHF
AD562291377791JAUCEU6WEV	73364721B	958.84	RUB
SE4072059930724762036425	46585803Q	299.47	
ES4718187575330891239993	61478341P	DKK	505.75
UA761330313560969297851033726	33964464L	690.26	DKK
SK3641392995208681155858	52141397Y	SEK	693.66
UA074704912616944389906174725	33964464L	DKK	234.5
LI7752678886R565EPXUC	39670968Q	775.24	EUR
IT44U2903617084Y19H207T8BFC	74853928Z	RUB	
AD6527527677TJCTJOHBQLKJ	61873424C	886.63	DKK
VG79EPZL5105165679106759	41656686Y	399.34	
AE13938V4DMVSF49YS1CBL2	78592251D	DKK	712.99
Ninety nine rocks
GR164360004BUQC9R2QU6WJNKZW	90467036D		458.29
LB863652PCCJG32R1PC8OE2VMAY7	17277755V	USD	512.0
SA6268DDJM7GA5WLMM1JRKJP	34532646D		CHF
MR6642901340725320676709130	41656686Y		CHF
GB62WGVI99163003599889	46431533F	EUR	694.87
FR067375965728LIMCBIKY04Q10	69578568A	DKK	144.54
SK7685939604189549058799	15449763L	362.39	GBP
		
MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C	DKK	
FR765595701119MOEGZPV5KXN70	68959267T	210.97	USD
NL22QHVX4830182943	02669410F	934.74	SEK
AE77248SKMXJVII50LKBAWI	68959267T	634.81	
SI22734001141792429	92650070K	96.14	GBP
AD2206695671VH1ZHCJ41WML	34712164N	EUR	678.96
NL97CVWG3195927181	02669410F	60.16	SEK
QA50TIBVV8D03D6XB0O0LHISHXK05	55103783S	GBP	386.11
SM08B8001360827MH4HE8ZWQZXP	57926790W		976.48
GR164360004BUQC9R2QU6WJNKZW	90467036D	445.3	GBP

IE63LFMV23097240688740	73364721B	260.09	DKK
TN41642929RZ2WVDBTOBL2CI	56304499Q	GBP	

Ninety nine rocks
TR5428187TLTLTLWXSXNJBW98L	80518308T	DKK	371.22
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	CHF	927.95
RO10CYGJ0LFID9N0E6VIBWJV	32884971P	518.72	EUR
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	913.61	
MK36877PHFLXB419P01	56989796M	RUB	342.47
FR067375965728LIMCBIKY04Q10	69578568A	USD	17.18
NL97CVWG3195927181	02669410F	RUB	696.12
MC842659327688NQYJW0V4CHU32	53597542K	EUR	536.89
SI22734001141792429	92650070K	CHF	441.64
DE09062364227116961150	46585803Q	870.17	USD
GR142761949P1CZJZDJ2SYQNDI0	90467036D	336.52	
TL336197208349896119319	56989796M	205.28	GBP
LT404680925845138006	33964464L	DKK	
HR4850788821598398500	34712164N	530.61	SEK
MD22BLJACUIOIDPAPNN838U5	78592251D	679.58	GBP
MK36877PHFLXB419P01	56989796M	USD	966.14
Ninety nine rocks
IE92ZGTS39160560652552	82288442P	EUR	557.81
TL620919673122426560269	78592251D	849.01	RUB
XK653384625153233371	43733112S	DKK	300.61
VG4064KZ1023011179745755	45820675Y	CHF	
ES5401017366906132602799	65092468F	RUB	
UA761330313560969297851033726	33964464L	316.08	RUE
IE63LFMV23097240688740	73364721B	EUR	911.42
TR5428187TLTLTLWXSXNJBW98L	80518308T	146.74	SEK
GE76HG3429778839455413	01216279Q	DKK	320.65
Ninety nine rocks
CR3128580029806078268	90467036D	166.74	DKK

	RUB	N/A

MD305P5NPXCZUJLRCMTKK88D	46585803Q	SEK	838.64

TL833140836943039409693	82288442P	858.72	
Ninety nine rocks
GE16KV3003565361053066	78114389H	SEK	536.31
ES4962575910679067061475	82288442P	USD	393.75
	542.35	GBP
	GBP	766.04
HR4850788821598398500	34712164N	539.02	SEK
AD2206695671VH1ZHCJ41WML	34712164N	SEK	679.3
PS81UPRPND78AFG3L49YTXV88RRJS	01216279Q	604.59	USD
CR4034466866742477204	92650070K	EUR	934.81
AL1705361571EZPDI0TZ70PXVG3H	46431533F	90.08	RUB
GI27KKMIDQ6N3YVAQN4J89C	90028562F	DKK	
LU221999TVLCKM4G89ID	61478341P	509.79	
MC400682288485KUAY58STITO40	38871658W	86.19	GBP
MT34NXCN76766O1SFKIJILE5VI3PUQW	55103783S	200.55	
TL312176758386021094474	45820675Y	34.57	EUR
SM08B8001360827MH4HE8ZWQZXP	57926790W	EUR	711.05
LI4962509CEPXCTP4493V	90467036D	CHF	520.45
GE69NB5057725923884251	68879644A	USD	693.33
